name,solver,status,run_time,iter,obj_val,obj_opt,n,m,N
LISWET3,GUROBI_high,optimal,0.09372615814208984,17,25.001223665335033,25.00122,10002,20002,50004
QSCTAP3,GUROBI_high,solver_error,0.028556108474731445,18,1438.7546815314083,1438.7547,2480,3960,13262
LASER,GUROBI_high,optimal,0.023370027542114258,14,2409601.3567901645,2409601.4,1002,2002,9462
QGROW15,GUROBI_high,solver_error,0.011858940124511719,16,-101693640.46826594,-101693640.0,645,945,7227
QSCFXM1,GUROBI_high,optimal,0.012418031692504883,23,16882691.639378637,16882692.0,457,787,4456
STADAT1,GUROBI_high,optimal inaccurate,0.5166640281677246,286,,-28526864.0,2001,6000,13998
QSCTAP1,GUROBI_high,solver_error,0.0055980682373046875,16,1415.8611135075284,1415.8611,480,780,2442
QADLITTL,GUROBI_high,optimal,0.0017180442810058594,11,480318.8585452057,480318.86,97,153,637
QSCRS8,GUROBI_high,optimal,0.0094451904296875,22,904.5600149925378,904.56001,1169,1659,4560
HS268,GUROBI_high,optimal,0.0007090568542480469,14,6.957634468562901e-09,5.7310705e-07,5,10,55
LOTSCHD,GUROBI_high,optimal,0.0006020069122314453,11,2398.4158914485715,2398.4159,12,19,72
GENHS28,GUROBI_high,optimal,0.0006859302520751953,2,0.9271736937663884,0.92717369,10,18,62
VALUES,GUROBI_high,solver_error,0.0011980533599853516,,,-1.3966211,202,203,7846
UBH1,GUROBI_high,optimal,0.027591943740844727,7,1.1160008156939512,1.1160008,18009,30009,72012
QSCORPIO,GUROBI_high,solver_error,0.002727985382080078,14,1880.5095530186984,1880.5096,358,746,1842
QSCSD6,GUROBI_high,solver_error,0.011145830154418945,15,50.808213944589774,50.808214,1350,1497,8378
LISWET5,GUROBI_high,optimal,0.08240604400634766,14,25.03427469953931,25.034253,10002,20002,50004
QSTAIR,GUROBI_high,optimal,0.013946056365966797,18,7985452.75627772,7985452.8,467,823,6293
QSHIP04S,GUROBI_high,optimal,0.00840902328491211,17,2424993.6730051218,2424993.7,1458,1860,5908
LISWET2,GUROBI_high,optimal,0.08842992782592773,16,24.998078455947507,24.998076,10002,20002,50004
HS118,GUROBI_high,optimal,0.0007188320159912109,13,664.8204500026683,664.82045,15,32,69
MOSARQP2,GUROBI_high,solver_error,0.014998912811279297,16,-1597.4821173826406,-1597.4821,900,1500,4820
GOULDQP3,GUROBI_high,solver_error,0.01029205322265625,10,2.062784640722384,2.062784,699,1048,3838
DUALC5,GUROBI_high,optimal,0.0010290145874023438,10,427.2323267874851,427.23233,8,286,2296
ZECEVIC2,GUROBI_high,solver_error,0.0005450248718261719,8,-4.124999999729198,-4.125,2,4,7
QSHIP08L,GUROBI_high,optimal,0.09214115142822266,15,2376040.6165575213,2376040.6,4283,5061,86075
